seed,task,context,model,sampler,kl,tv,invalid_rate,sampled_invalid_rate,edge_precision,edge_recall,edge_f1,predicted_edges,true_edges
1,context_switching_matching,0,fixed_topology_dynamic_factors,ancestral_joint,2.776245141520037,0.9373782432098748,0.9373782432098747,0.93895,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[[2, 4], [3, 5], [4, 5]]","[[0, 1], [2, 3], [4, 5]]"
1,context_switching_matching,0,dynamic_topology_fixed_factors,ancestral_joint,0.0013616078035658674,0.019103191598388247,0.00024404553016406868,9.999999999998899e-05,1.0,1.0,1.0,"[[0, 1], [2, 3], [4, 5]]","[[0, 1], [2, 3], [4, 5]]"
1,context_switching_matching,0,contextual_forest,ancestral_joint,0.0025524088367400444,0.012280879946786746,0.0021935161561788146,0.0027000000000000357,1.0,1.0,1.0,"[[0, 1], [2, 3], [4, 5]]","[[0, 1], [2, 3], [4, 5]]"
1,context_switching_matching,1,factorized,independent_marginals,4.1617650729758235,0.984329988505846,0.9843299885058459,0.98525,0.0,0.0,0.0,[],"[[0, 2], [1, 4], [3, 5]]"
1,context_switching_matching,1,parameter_matched_independent,independent_marginals,4.1617650729758235,0.984329988505846,0.9843299885058459,0.98545,0.0,0.0,0.0,[],"[[0, 2], [1, 4], [3, 5]]"
1,context_switching_matching,1,natural_chain,ancestral_joint,4.164157194227261,0.9842973994739811,0.984297399473981,0.98435,0.0,0.0,0.0,"[[0, 1], [1, 2], [2, 3]]","[[0, 2], [1, 4], [3, 5]]"
1,context_switching_matching,1,static_forest,ancestral_joint,2.908496757029408,0.9377200402618759,0.9377200402618759,0.93665,0.6666666666666666,0.6666666666666666,0.6666666666666666,"[[0, 2], [0, 3], [1, 4]]","[[0, 2], [1, 4], [3, 5]]"
1,context_switching_matching,1,fixed_topology_dynamic_factors,ancestral_joint,2.7781911558371406,0.9373913282157373,0.9373913282157372,0.938,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[[2, 4], [3, 5], [4, 5]]","[[0, 2], [1, 4], [3, 5]]"
1,context_switching_matching,1,dynamic_topology_fixed_factors,ancestral_joint,0.005381953788567283,0.04193495838305321,0.00024381875817940815,4.999999999999449e-05,1.0,1.0,1.0,"[[0, 2], [1, 4], [3, 5]]","[[0, 2], [1, 4], [3, 5]]"
1,context_switching_matching,1,contextual_forest,ancestral_joint,0.0036369202446596832,0.023024677853538986,0.002193516156178816,0.0022999999999999687,1.0,1.0,1.0,"[[0, 2], [1, 4], [3, 5]]","[[0, 2], [1, 4], [3, 5]]"
1,context_switching_matching,2,factorized,independent_marginals,4.160153791449972,0.9843549377404044,0.9843549377404044,0.9855,0.0,0.0,0.0,[],"[[0, 3], [1, 5], [2, 4]]"
1,context_switching_matching,2,parameter_matched_independent,independent_marginals,4.160153791449972,0.9843549377404044,0.9843549377404044,0.98395,0.0,0.0,0.0,[],"[[0, 3], [1, 5], [2, 4]]"
1,context_switching_matching,2,natural_chain,ancestral_joint,4.162157204413627,0.9843550266987109,0.9843550266987107,0.9834,0.0,0.0,0.0,"[[0, 1], [1, 2], [2, 3]]","[[0, 3], [1, 5], [2, 4]]"
1,context_switching_matching,2,static_forest,ancestral_joint,3.7256460659477306,0.968708836384105,0.968708836384105,0.9704,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[[0, 2], [0, 3], [1, 4]]","[[0, 3], [1, 5], [2, 4]]"
1,context_switching_matching,2,fixed_topology_dynamic_factors,ancestral_joint,2.77564712258014,0.9375088334891251,0.9375088334891248,0.93745,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[[2, 4], [3, 5], [4, 5]]","[[0, 3], [1, 5], [2, 4]]"
1,context_switching_matching,2,dynamic_topology_fixed_factors,ancestral_joint,0.0023739794140145987,0.026631105488017927,0.00024398767813274997,0.00024999999999997247,1.0,1.0,1.0,"[[0, 3], [1, 5], [2, 4]]","[[0, 3], [1, 5], [2, 4]]"
1,context_switching_matching,2,contextual_forest,ancestral_joint,0.0028312794817352688,0.01594480845551443,0.002193516156178814,0.0023999999999999577,1.0,1.0,1.0,"[[0, 3], [1, 5], [2, 4]]","[[0, 3], [1, 5], [2, 4]]"
1,cyclic_xor,0,factorized,independent_marginals,0.6931941383486397,0.5000000816936352,0.5000000816936352,0.5038,1.0,1.0,1.0,[],[]
1,cyclic_xor,0,parameter_matched_independent,independent_marginals,0.6931941383486397,0.5000000816936352,0.5000000816936352,0.49924999999999997,1.0,1.0,1.0,[],[]
1,cyclic_xor,0,natural_chain,ancestral_joint,0.6932041115260428,0.49999034758265487,0.49999034758265487,0.50005,0.0,0.0,0.0,"[[0, 1]]",[]
1,cyclic_xor,0,static_forest,ancestral_joint,0.6932145996953509,0.499979861005786,0.49997986100578606,0.50395,0.0,0.0,0.0,"[[1, 2]]",[]
1,cyclic_xor,0,fixed_topology_dynamic_factors,ancestral_joint,0.6932145996953509,0.499979861005786,0.49997986100578606,0.5028,0.0,0.0,0.0,"[[1, 2]]",[]
1,cyclic_xor,0,dynamic_topology_fixed_factors,ancestral_joint,0.693214606240304,0.499979861025857,0.499979861025857,0.5009,0.0,0.0,0.0,"[[1, 2]]",[]
1,cyclic_xor,0,contextual_forest,ancestral_joint,0.6932145996953509,0.499979861005786,0.49997986100578606,0.50295,0.0,0.0,0.0,"[[1, 2]]",[]
2,ambiguous_pairs,0,factorized,independent_marginals,0.6932082026795737,0.4999694898710916,0.4999694898710915,0.50115,0.0,0.0,0.0,[],"[[0, 1]]"
2,ambiguous_pairs,0,parameter_matched_independent,independent_marginals,0.6932082026795737,0.4999694898710916,0.4999694898710915,0.5017,0.0,0.0,0.0,[],"[[0, 1]]"
2,ambiguous_pairs,0,natural_chain,ancestral_joint,0.00015255902481592365,0.003966316817183374,0.00012204051745179394,0.00019999999999997797,1.0,1.0,1.0,"[[0, 1]]","[[0, 1]]"
2,ambiguous_pairs,0,static_forest,ancestral_joint,0.00015255902481592365,0.003966316817183374,0.00012204051745179394,9.999999999998899e-05,1.0,1.0,1.0,"[[0, 1]]","[[0, 1]]"
2,ambiguous_pairs,0,fixed_topology_dynamic_factors,ancestral_joint,0.00015255902481592365,0.003966316817183374,0.00012204051745179394,9.999999999998899e-05,1.0,1.0,1.0,"[[0, 1]]","[[0, 1]]"
2,ambiguous_pairs,0,dynamic_topology_fixed_factors,ancestral_joint,0.00015257391961237543,0.003967270025085873,0.00012204051563402551,9.999999999998899e-05,1.0,1.0,1.0,"[[0, 1]]","[[0, 1]]"
2,ambiguous_pairs,0,contextual_forest,ancestral_joint,0.00015255902481592365,0.003966316817183374,0.00012204051745179394,0.00014999999999998348,1.0,1.0,1.0,"[[0, 1]]","[[0, 1]]"
2,markov_025,0,factorized,independent_marginals,0.4172550572935214,0.3574503206853475,0.0,0.0,0.0,0.0,0.0,[],"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_025,0,parameter_matched_independent,independent_marginals,0.4172550572935214,0.3574503206853475,0.0,0.0,0.0,0.0,0.0,[],"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_025,0,natural_chain,ancestral_joint,0.008279419830367075,0.05126593350327229,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_025,0,static_forest,ancestral_joint,0.008279419830367075,0.05126593350327229,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_025,0,fixed_topology_dynamic_factors,ancestral_joint,0.008279419830367075,0.05126593350327229,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_025,0,dynamic_topology_fixed_factors,ancestral_joint,0.0033247127183788864,0.032707332044049686,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_025,0,contextual_forest,ancestral_joint,0.008279419830367075,0.05126593350327229,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_050,0,factorized,independent_marginals,1.5654645275552037,0.6212079699149222,0.0,0.0,0.0,0.0,0.0,[],"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_050,0,parameter_matched_independent,independent_marginals,1.5654645275552037,0.6212079699149222,0.0,0.0,0.0,0.0,0.0,[],"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_050,0,natural_chain,ancestral_joint,0.007268440528793038,0.04632554910934521,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_050,0,static_forest,ancestral_joint,0.007268440528793038,0.04632554910934521,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_050,0,fixed_topology_dynamic_factors,ancestral_joint,0.007268440528793038,0.04632554910934521,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_050,0,dynamic_topology_fixed_factors,ancestral_joint,0.0019373437162024396,0.02548816337381087,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_050,0,contextual_forest,ancestral_joint,0.007268440528793038,0.04632554910934521,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_075,0,factorized,independent_marginals,3.490760603566238,0.8475750660459666,0.0,0.0,0.0,0.0,0.0,[],"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_075,0,parameter_matched_independent,independent_marginals,3.490760603566238,0.8475750660459666,0.0,0.0,0.0,0.0,0.0,[],"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_075,0,natural_chain,ancestral_joint,0.006598762179635895,0.042606110564185805,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_075,0,static_forest,ancestral_joint,0.006598762179635895,0.042606110564185805,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_075,0,fixed_topology_dynamic_factors,ancestral_joint,0.006598762179635895,0.042606110564185805,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_075,0,dynamic_topology_fixed_factors,ancestral_joint,0.0029269691944981933,0.029119063280814594,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_075,0,contextual_forest,ancestral_joint,0.006598762179635895,0.042606110564185805,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_090,0,factorized,independent_marginals,5.189677485505229,0.9360385256737584,0.0,0.0,0.0,0.0,0.0,[],"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_090,0,parameter_matched_independent,independent_marginals,5.189677485505229,0.9360385256737584,0.0,0.0,0.0,0.0,0.0,[],"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_090,0,natural_chain,ancestral_joint,0.009839419305241449,0.038182201305585944,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_090,0,static_forest,ancestral_joint,0.009839419305241449,0.038182201305585944,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_090,0,fixed_topology_dynamic_factors,ancestral_joint,0.009839419305241449,0.038182201305585944,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_090,0,dynamic_topology_fixed_factors,ancestral_joint,0.0019201066953549372,0.02067027190610157,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,markov_090,0,contextual_forest,ancestral_joint,0.009839419305241449,0.038182201305585944,0.0,0.0,1.0,1.0,1.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]"
2,context_switching_matching,0,factorized,independent_marginals,4.1620647925708685,0.984325306312087,0.9843253063120871,0.98335,0.0,0.0,0.0,[],"[[0, 1], [2, 3], [4, 5]]"
2,context_switching_matching,0,parameter_matched_independent,independent_marginals,4.1620647925708685,0.984325306312087,0.9843253063120871,0.984,0.0,0.0,0.0,[],"[[0, 1], [2, 3], [4, 5]]"
2,context_switching_matching,0,natural_chain,ancestral_joint,1.3907470221722393,0.7500774392974225,0.7500774392974224,0.75295,0.6666666666666666,0.6666666666666666,0.6666666666666666,"[[0, 1], [1, 2], [2, 3]]","[[0, 1], [2, 3], [4, 5]]"
2,context_switching_matching,0,static_forest,ancestral_joint,2.8981297868808102,0.9370119795387238,0.937011979538724,0.93965,0.6666666666666666,0.6666666666666666,0.6666666666666666,"[[0, 1], [3, 5], [4, 5]]","[[0, 1], [2, 3], [4, 5]]"
2,context_switching_matching,0,fixed_topology_dynamic_factors,ancestral_joint,2.7782271162838206,0.9372670541489532,0.937267054148953,0.93795,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[[0, 1], [2, 4], [3, 5]]","[[0, 1], [2, 3], [4, 5]]"
2,context_switching_matching,0,dynamic_topology_fixed_factors,ancestral_joint,0.005628642552123933,0.04321413812932217,0.00024380306829573193,0.00014999999999998348,1.0,1.0,1.0,"[[0, 1], [2, 3], [4, 5]]","[[0, 1], [2, 3], [4, 5]]"
2,context_switching_matching,0,contextual_forest,ancestral_joint,0.0037867800421833575,0.02451692373786654,0.0021935161561788125,0.0017500000000000293,1.0,1.0,1.0,"[[0, 1], [2, 3], [4, 5]]","[[0, 1], [2, 3], [4, 5]]"
2,context_switching_matching,1,factorized,independent_marginals,4.161256204729856,0.9843380580919134,0.9843380580919134,0.984,0.0,0.0,0.0,[],"[[0, 2], [1, 4], [3, 5]]"
2,context_switching_matching,1,parameter_matched_independent,independent_marginals,4.161256204729856,0.9843380580919134,0.9843380580919134,0.98315,0.0,0.0,0.0,[],"[[0, 2], [1, 4], [3, 5]]"
2,context_switching_matching,1,natural_chain,ancestral_joint,4.164316182201599,0.9843067363305629,0.9843067363305629,0.9842,0.0,0.0,0.0,"[[0, 1], [1, 2], [2, 3]]","[[0, 2], [1, 4], [3, 5]]"
